Date,City,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s),Estimated Solar Energy Consumption (kWh),Year,Month
2016-01-28,Montreal,11.25,12.38,10.15,31.5,3.6,4.02,2.97,1.28e-05,2016,1
2016-01-30,Ottawa,7.86,9.46,6.97,20.77,1.85,2.84,0.81,2.1218e-05,2016,1
2016-01-30,Edmonton,9.82,11.77,7.5,46.82,1.67,2.41,1.1,1.4449999999999995e-05,2016,1
2016-02-01,Toronto,7.76,10.62,4.94,20.45,2.25,3.86,1.37,1.125e-05,2016,2
2016-02-01,Montreal,9.23,12.03,6.24,25.44,2.73,3.58,1.96,1.7298000000000003e-05,2016,2
2016-02-01,Hamilton,3.9,4.5,3.11,34.64,3.22,5.96,1.61,6.272000000000002e-06,2016,2
2016-02-01,Halifax,3.9,4.86,3.21,28.63,2.32,5.49,1.62,1.8818e-05,2016,2
2016-02-04,Montreal,3.05,5.04,1.85,67.07,2.83,3.56,1.88,8.000000000000001e-07,2016,2
2016-02-04,Winnipeg,-0.87,1.07,-2.97,22.79,2.94,3.88,2.61,9.68e-07,2016,2
2016-02-06,Calgary,1.96,3.25,0.17,35.48,3.44,4.0,2.78,1.058e-06,2016,2
2016-02-07,Ottawa,2.12,2.47,1.76,36.69,3.1,4.54,1.87,1.458e-06,2016,2
2016-02-07,Winnipeg,-2.1,1.26,-5.62,28.78,2.9,3.51,2.33,2.888000000000001e-06,2016,2
2016-02-09,Vancouver,2.15,2.9,1.8,19.9,2.01,2.44,1.56,5.618000000000001e-06,2016,2
2016-02-09,Quebec City,3.69,5.18,1.98,43.07,2.47,2.75,2.19,3.698e-06,2016,2
2016-02-09,Winnipeg,5.43,6.71,4.71,23.66,2.46,3.63,1.62,3.0752e-05,2016,2
2016-02-09,Hamilton,7.83,10.34,6.7,26.3,2.45,3.8,1.41,3.698e-06,2016,2
2016-02-10,Toronto,6.48,7.73,5.5,25.18,2.64,3.53,1.76,1.682e-06,2016,2
2016-02-11,Vancouver,1.93,3.34,0.59,25.33,1.94,2.52,1.0,1.1552000000000002e-05,2016,2
2016-02-12,Hamilton,1.49,2.78,-0.5,52.75,2.94,4.33,1.54,5.202000000000002e-06,2016,2
2016-02-13,Hamilton,2.36,2.99,1.58,28.13,3.26,4.51,2.52,3.125e-05,2016,2
2016-02-13,Halifax,2.17,2.58,1.82,21.48,2.78,4.52,1.79,4.3808000000000005e-05,2016,2
2016-02-16,Hamilton,2.63,3.86,1.63,24.55,2.45,3.37,1.62,5.056200000000001e-05,2016,2
2016-02-21,Vancouver,7.05,8.66,4.38,23.06,1.98,2.57,0.16,0.000147968,2016,2
2016-02-22,Calgary,9.11,9.92,8.57,23.51,2.7,3.9,1.57,5.2488000000000017e-05,2016,2
2016-03-01,Edmonton,13.82,17.17,10.86,34.65,1.44,2.48,0.16,4.68512e-05,2016,3
2016-03-04,Hamilton,11.1,13.19,8.2,21.87,1.85,2.7,0.63,3.07328e-05,2016,3
2016-03-04,Halifax,8.41,10.99,6.85,21.65,3.22,4.67,1.88,2.888e-05,2016,3
2016-03-07,Vancouver,3.85,4.78,3.47,39.87,2.81,3.91,1.57,7.068799999999999e-06,2016,3
2016-03-07,Montreal,8.12,10.2,4.96,65.84,2.38,3.52,0.98,2.3328000000000003e-06,2016,3
2016-03-07,Calgary,7.78,9.35,6.17,35.09,1.43,1.84,0.81,5.9168e-06,2016,3
2016-03-07,Halifax,6.73,8.29,3.81,24.69,2.65,3.95,1.53,3.2e-05,2016,3
2016-03-08,Toronto,5.38,5.91,4.79,25.54,2.13,3.1,1.35,1.9971200000000003e-05,2016,3
2016-03-08,Hamilton,2.8,4.59,1.23,25.58,3.53,5.03,1.55,4.0140800000000014e-05,2016,3
2016-03-09,Edmonton,4.04,5.34,2.96,28.46,2.55,3.62,1.82,1.2700800000000002e-05,2016,3
2016-03-09,Quebec City,3.41,4.41,1.87,23.2,2.48,4.36,1.28,3.01088e-05,2016,3
2016-03-09,Winnipeg,2.88,3.17,2.01,34.0,3.02,3.75,1.45,3.92e-06,2016,3
2016-03-10,Toronto,0.05,0.76,-0.74,24.64,2.43,3.04,1.2,4.147199999999999e-06,2016,3
2016-03-12,Toronto,4.15,4.87,3.4,32.92,1.34,1.63,1.01,2.3328000000000003e-06,2016,3
2016-03-12,Vancouver,3.59,4.26,1.98,42.32,1.36,1.79,0.93,5.9168e-06,2016,3
2016-03-12,Winnipeg,1.36,2.26,0.27,31.65,1.7,2.06,1.33,2.1632000000000007e-06,2016,3
2016-03-12,Hamilton,1.9,2.57,1.37,65.63,2.23,3.15,1.21,-0.0,2016,3
2016-03-13,Vancouver,1.16,1.91,0.4,45.02,1.68,2.12,1.39,1.4111999999999995e-06,2016,3
2016-03-13,Calgary,3.2,4.68,2.32,25.69,1.67,2.4,0.97,1.8432e-06,2016,3
2016-03-13,Edmonton,4.27,5.46,3.28,25.37,1.66,2.76,1.09,5.408000000000002e-07,2016,3
2016-03-13,Quebec City,3.06,3.79,2.53,29.71,1.81,2.34,1.16,2.6911999999999997e-06,2016,3
2016-03-13,Halifax,1.88,2.42,1.19,32.82,1.98,2.93,1.23,4.6079999999999994e-07,2016,3
2016-03-14,Toronto,1.88,2.95,0.42,31.66,1.14,1.95,0.32,3.699200000000001e-06,2016,3
2016-03-14,Montreal,2.37,3.66,1.25,34.19,1.21,1.58,0.84,7.6832e-06,2016,3
2016-03-14,Quebec City,-25.44,-18.67,-33.56,0.2,4.47,6.79,3.38,0.0001267232,2016,3
2016-03-15,Montreal,-16.54,-14.11,-19.57,0.49,9.94,12.0,6.5,6.727999999999999e-05,2016,3
2016-03-17,Montreal,-12.63,-6.36,-21.62,4.18,6.61,13.92,1.14,0.0001083392,2016,3
2016-03-19,Hamilton,0.45,2.44,-3.8,0.74,10.03,12.46,6.91,0.0002841728,2016,3
2016-03-21,Halifax,-0.79,1.87,-9.18,1.69,7.38,8.48,6.49,0.0002996352,2016,3
2016-03-23,Ottawa,-1.22,0.36,-2.49,11.0,10.11,12.29,7.86,6.91488e-05,2016,3
2016-03-24,Toronto,3.15,6.38,-1.46,1.61,9.1,10.41,6.46,0.0003135008,2016,3
2016-03-26,Edmonton,6.75,9.57,4.45,24.04,5.62,6.84,4.47,0.00025088,2016,3
2016-03-29,Halifax,22.65,27.44,18.96,21.6,3.84,5.43,2.53,0.0006111008,2016,3
2016-03-30,Hamilton,16.81,20.18,13.84,21.94,5.46,6.28,4.53,0.0001059968,2016,3
2016-03-30,Halifax,17.77,19.6,16.17,29.77,5.01,6.83,3.22,0.0001634432,2016,3
2016-04-01,Toronto,21.3,23.51,18.86,27.68,3.68,5.27,1.65,0.0001229312,2016,4
2016-04-06,Toronto,19.41,22.13,16.93,34.03,5.31,6.87,2.25,5.080320000000001e-05,2016,4
2016-04-15,Winnipeg,-3.47,-0.59,-4.88,1.34,9.96,11.76,5.57,0.0001267232,2016,4
2016-04-16,Calgary,8.22,14.22,1.17,13.51,7.68,14.28,2.88,4.30592e-05,2016,4
2016-04-16,Ottawa,5.02,7.15,0.92,1.37,9.28,11.58,7.29,3.528000000000001e-05,2016,4
2016-04-17,Halifax,-0.53,0.12,-1.26,18.64,9.82,10.67,7.43,3.4848000000000005e-06,2016,4
2016-04-19,Ottawa,2.56,4.34,1.09,2.28,10.65,13.27,4.24,2.4780800000000005e-05,2016,4
2016-04-20,Ottawa,-1.08,2.08,-5.86,20.71,5.45,10.68,1.44,2.3328000000000003e-06,2016,4
2016-04-20,Edmonton,-15.33,-7.23,-21.83,0.75,9.65,11.59,4.76,8.502080000000001e-05,2016,4
2016-05-05,Winnipeg,13.84,19.11,8.51,0.36,4.01,6.22,1.99,0.0025290272,2016,5
2016-05-05,Halifax,18.55,23.51,14.58,21.9,5.55,6.62,3.83,0.00014112,2016,5
2016-05-10,Toronto,24.2,29.36,19.27,24.68,3.38,7.31,1.97,0.0003442688,2016,5
2016-05-12,Calgary,19.87,22.88,16.79,35.77,3.61,5.07,0.29,6.727999999999999e-05,2016,5
2016-05-15,Quebec City,18.3,23.22,14.22,22.42,4.85,6.88,1.34,0.0001384448,2016,5
2016-05-17,Montreal,19.29,24.21,13.21,20.05,4.72,7.4,2.38,8.606720000000002e-05,2016,5
2016-05-20,Vancouver,4.52,10.51,0.51,23.16,5.07,7.23,2.9,2.048e-05,2016,5
2016-05-25,Hamilton,8.56,17.12,2.58,2.35,7.95,15.77,3.99,3.461120000000001e-05,2016,5
2016-05-26,Calgary,-8.45,-5.2,-10.76,24.93,7.26,8.5,5.68,4.620800000000001e-06,2016,5
2016-05-27,Edmonton,1.13,2.91,-1.04,8.87,7.02,14.54,3.71,4.620800000000001e-06,2016,5
2016-05-27,Quebec City,-9.83,-2.3,-16.67,0.72,9.12,14.77,2.77,0.0001331712,2016,5
2016-05-28,Ottawa,-14.63,-9.56,-18.08,1.5,9.97,10.85,9.21,3.528000000000001e-05,2016,5
2016-05-31,Toronto,-25.7,-20.28,-33.12,0.18,5.79,7.83,3.27,0.00040328,2016,5
2016-05-31,Montreal,-4.3,4.5,-7.92,22.63,5.84,14.07,1.61,1.4796800000000002e-05,2016,5
2016-06-01,Toronto,-2.31,0.64,-4.45,25.61,6.96,11.6,2.73,2.28096e-05,2016,6
2016-06-01,Edmonton,-3.44,2.08,-11.04,5.12,8.17,17.42,1.39,0.0003043436,2016,6
2016-06-05,Calgary,2.67,7.2,0.08,34.88,5.03,8.66,2.55,0.0001084556,2016,6
2016-06-05,Ottawa,-0.54,2.23,-4.11,1.78,7.76,9.73,6.72,0.00038291,2016,6
2016-06-07,Toronto,3.6,9.26,-3.08,0.39,3.31,5.09,0.62,0.0024618176,2016,6
2016-06-07,Edmonton,3.67,9.36,-3.6,0.02,3.26,4.01,2.09,0.0025014704,2016,6
2016-06-07,Quebec City,6.37,13.11,-2.06,0.01,2.9,3.93,1.43,0.0025214156,2016,6
2016-06-08,Montreal,11.27,17.81,3.95,0.03,4.39,5.57,3.12,0.0026223296,2016,6
2016-06-08,Quebec City,9.03,16.58,-0.07,0.0,3.99,5.6,2.92,0.00285131,2016,6
2016-06-08,Winnipeg,13.04,20.21,3.15,0.0,1.78,3.77,0.47,0.0027879104,2016,6
2016-06-09,Vancouver,6.69,9.61,1.69,0.47,8.49,9.73,7.28,0.00043659,2016,6
2016-06-09,Quebec City,14.91,21.18,7.24,13.53,3.25,4.34,2.17,0.0027113899999999,2016,6
2016-06-09,Halifax,17.64,24.62,9.56,1.38,2.4,3.91,1.05,0.0029730096,2016,6
2016-06-10,Toronto,19.91,26.39,14.0,0.03,2.08,4.21,0.13,0.0026907056,2016,6
2016-06-10,Montreal,16.55,20.73,11.48,0.15,3.33,4.04,2.57,0.0024684044,2016,6
2016-06-11,Toronto,20.32,23.95,16.34,0.21,4.35,6.13,2.7,0.0024618176,2016,6
2016-06-11,Montreal,18.09,20.92,15.61,33.15,5.41,8.94,3.18,8.872159999999998e-05,2016,6
2016-06-12,Vancouver,16.38,23.13,7.67,0.36,4.31,5.26,3.51,0.0025147584,2016,6
2016-06-12,Montreal,19.87,24.83,12.84,0.38,3.19,4.26,1.92,0.0028442303999999,2016,6
2016-06-12,Calgary,19.35,24.35,13.26,0.01,3.64,5.45,2.64,0.0033996203999999,2016,6
2016-06-12,Ottawa,20.57,25.92,14.22,0.03,2.39,3.28,0.83,0.0030238604,2016,6
2016-06-12,Edmonton,21.55,27.51,14.13,0.47,3.06,4.48,1.37,0.0031640576,2016,6
2016-06-12,Quebec City,22.06,27.86,15.69,0.22,4.81,6.79,3.5,0.0025952256,2016,6
2016-06-12,Winnipeg,24.46,29.12,17.89,2.33,6.22,8.13,3.34,0.0026359344,2016,6
2016-06-13,Vancouver,18.82,24.38,10.94,3.02,2.0,3.4,0.79,0.0030972524,2016,6
2016-06-13,Montreal,22.42,27.77,15.16,0.04,2.62,3.6,1.26,0.0030972524,2016,6
2016-06-13,Calgary,23.51,28.78,16.83,2.55,3.55,6.29,0.83,0.00264275,2016,6
2016-06-13,Winnipeg,20.98,26.22,15.05,0.29,3.71,4.63,2.47,0.00303116,2016,6
2016-06-14,Vancouver,21.67,27.78,14.29,0.17,4.78,6.38,2.91,0.0030092876,2016,6
2016-06-14,Montreal,23.23,28.66,16.55,0.01,3.5,5.47,2.19,0.0027669356,2016,6
2016-06-14,Quebec City,18.49,22.37,16.03,25.44,5.92,7.51,4.03,0.0001441484,2016,6
2016-06-14,Hamilton,21.14,27.01,13.32,0.47,2.9,3.6,1.12,0.0026291276,2016,6
2016-06-18,Vancouver,20.54,24.64,18.29,25.23,3.83,5.5,1.68,0.0001241856,2016,6
2016-06-18,Ottawa,21.49,26.38,18.97,43.23,3.55,7.1,0.8,0.00035739,2016,6
2016-06-24,Halifax,10.59,15.24,7.43,20.18,3.91,7.7,1.74,2.8160000000000008e-05,2016,6
2016-06-25,Toronto,8.99,10.33,7.7,41.27,6.77,7.72,5.79,3.3303600000000004e-05,2016,6
2016-06-25,Vancouver,6.36,8.31,1.72,23.68,6.52,10.02,4.35,5.13216e-05,2016,6
2016-06-28,Vancouver,-1.58,-0.81,-2.86,4.62,9.17,9.9,7.98,1.91664e-05,2016,6
2016-07-03,Montreal,0.76,1.72,-0.62,5.39,8.26,14.55,3.24,0.0001316875999999,2016,7
2016-07-04,Ottawa,-5.06,-1.22,-8.3,0.34,7.25,7.96,6.61,0.0001154736,2016,7
2016-07-07,Winnipeg,2.1,6.92,-0.19,22.87,6.68,9.82,3.09,0.0001227115999999,2016,7
2016-07-08,Montreal,-6.01,6.37,-10.32,0.84,11.61,14.71,6.78,0.0004012976,2016,7
2016-07-09,Ottawa,-8.46,-6.63,-10.61,17.47,8.76,13.66,2.28,2.8160000000000008e-05,2016,7
2016-07-09,Edmonton,-6.33,-4.62,-8.32,7.31,7.66,9.79,6.76,0.0001378476,2016,7
2016-07-11,Edmonton,3.49,8.59,-0.29,25.12,7.52,9.03,5.33,3.25424e-05,2016,7
2016-07-11,Winnipeg,3.73,7.29,0.56,29.45,7.13,11.44,3.55,4.759040000000001e-05,2016,7
2016-07-14,Montreal,8.69,11.93,4.61,37.46,5.38,6.4,3.44,0.0001003244,2016,7
2016-07-16,Vancouver,10.95,17.09,5.03,0.02,3.32,6.0,1.87,0.0033227084,2016,7
2016-07-17,Winnipeg,14.24,16.62,11.91,27.3,5.85,7.82,2.56,9.63776e-05,2016,7
2016-07-17,Halifax,16.61,24.17,7.46,0.66,3.93,5.17,3.02,0.0031194416,2016,7
2016-07-18,Toronto,19.36,24.52,13.8,0.71,3.69,5.1,2.48,0.0024684044,2016,7
2016-07-18,Montreal,18.02,23.69,9.99,1.54,2.65,3.57,1.3,0.0024749999999999,2016,7
2016-07-18,Calgary,23.31,27.36,18.19,0.12,7.11,10.1,4.07,0.00254144,2016,7
2016-07-18,Quebec City,15.44,21.14,10.11,0.36,3.02,4.79,1.52,0.0034151084,2016,7
2016-07-18,Winnipeg,15.98,20.43,10.07,4.9,4.41,5.75,3.48,0.0028230444,2016,7
2016-07-19,Hamilton,17.38,21.48,12.16,1.81,2.65,4.48,1.35,0.0026907056,2016,7
2016-07-20,Winnipeg,20.93,25.87,14.05,0.0,2.21,3.11,0.54,0.0030238604,2016,7
2016-07-22,Quebec City,16.0,16.97,14.9,21.3,6.13,7.57,4.27,8.997559999999999e-05,2016,7
2016-07-23,Vancouver,17.59,23.13,10.2,0.06,2.74,3.57,2.24,0.0027529964,2016,7
2016-07-23,Montreal,19.79,25.03,12.59,0.06,2.65,3.78,0.83,0.0027044864,2016,7
2016-07-23,Ottawa,21.15,26.17,14.21,0.01,1.83,3.24,0.73,0.0025147584,2016,7
2016-07-26,Winnipeg,12.74,14.8,9.85,22.18,3.34,4.98,1.95,4.851e-05,2016,7
2016-07-30,Calgary,16.37,19.32,14.16,23.06,3.74,5.95,1.88,1.5839999999999997e-05,2016,7
2016-08-01,Calgary,11.33,14.78,8.8,22.17,4.53,7.45,2.01,1.6913599999999997e-05,2016,8
2016-08-01,Ottawa,10.86,16.57,6.89,7.66,10.83,13.89,7.44,3.887840000000001e-05,2016,8
2016-08-02,Edmonton,-5.02,3.13,-7.55,0.69,10.17,13.8,7.6,0.0002227499999999,2016,8
2016-08-07,Montreal,-27.42,-20.3,-32.83,0.19,4.57,5.8,4.01,0.0001154736,2016,8
2016-08-07,Hamilton,-21.43,-10.67,-33.56,2.1,2.83,3.39,1.59,0.0001029996,2016,8
2016-08-08,Vancouver,-20.89,-13.97,-23.48,3.22,10.88,11.31,10.07,7.208960000000001e-05,2016,8
2016-08-08,Hamilton,2.0,6.04,-6.05,24.45,6.8,8.35,4.21,7.396400000000001e-06,2016,8
2016-08-17,Toronto,0.34,4.6,-5.63,24.28,9.37,16.96,1.91,9.12384e-05,2016,8
2016-08-17,Vancouver,-6.52,-3.95,-9.1,0.2,9.36,15.53,4.69,0.00161051,2016,8
2016-08-18,Vancouver,-2.82,-1.14,-5.65,2.12,9.63,10.84,8.04,0.0004174016,2016,8
2016-08-18,Hamilton,5.17,12.77,-2.6,0.27,2.72,3.66,1.66,0.0024486703999999,2016,8
2016-08-20,Toronto,13.12,19.68,6.91,5.62,5.84,16.12,2.42,0.0002662704,2016,8
2016-08-20,Vancouver,12.87,19.24,6.09,0.48,6.99,14.02,3.22,0.0014446476,2016,8
2016-08-20,Calgary,9.28,14.63,3.62,0.1,3.4,5.37,1.43,0.0028300976,2016,8
2016-08-20,Ottawa,11.93,18.7,3.17,0.67,4.32,5.89,2.95,0.002816,2016,8
2016-08-20,Edmonton,16.41,23.53,8.0,1.24,3.16,5.63,1.82,0.0026223296,2016,8
2016-08-20,Hamilton,9.84,15.91,1.63,0.08,1.83,2.89,0.11,0.0024552396,2016,8
2016-08-20,Halifax,12.62,19.93,3.53,0.09,3.27,4.78,2.52,0.0029369516,2016,8
2016-08-21,Toronto,15.6,21.81,8.79,0.13,5.6,7.96,3.7,0.0026907056,2016,8
2016-08-21,Montreal,12.39,21.8,1.54,0.09,3.64,5.12,1.55,0.0027879104,2016,8
2016-08-21,Ottawa,8.97,14.47,2.16,0.07,3.97,5.87,2.66,0.0030457856,2016,8
2016-08-21,Winnipeg,15.09,22.3,7.18,0.22,5.04,8.28,1.7,0.0028230444,2016,8
2016-08-22,Edmonton,18.58,23.0,13.71,0.25,3.19,3.91,2.53,0.0031939776,2016,8
2016-08-22,Quebec City,19.68,26.54,9.68,0.09,3.63,6.42,2.74,0.0028726016,2016,8
2016-08-22,Halifax,16.82,21.76,12.19,0.72,5.81,6.76,4.52,0.0028939723999999,2016,8
2016-08-23,Toronto,16.25,22.05,9.1,4.1,5.51,6.93,3.9,0.0033150656,2016,8
2016-08-23,Edmonton,16.58,21.34,11.23,1.12,3.3,4.89,2.56,0.0031864844,2016,8
2016-08-23,Quebec City,15.89,20.73,9.79,0.53,4.23,6.7,2.04,0.0029802476,2016,8
2016-08-23,Winnipeg,13.93,19.8,6.9,0.11,2.94,4.36,1.94,0.00292259,2016,8
2016-08-23,Hamilton,15.81,21.72,8.28,0.14,2.52,4.19,0.42,0.003179,2016,8
2016-08-23,Halifax,18.46,24.17,10.13,0.14,5.52,8.22,2.78,0.00285131,2016,8
2016-08-24,Montreal,17.72,24.1,11.56,0.88,2.63,4.26,1.27,0.0029657804,2016,8
2016-08-24,Calgary,19.53,25.23,12.97,0.11,4.26,5.53,3.11,0.00257499,2016,8
2016-08-24,Quebec City,18.12,22.75,13.54,1.91,4.59,5.35,3.19,0.0031342783999999,2016,8
2016-08-24,Hamilton,15.53,19.78,9.99,0.05,2.98,5.27,1.69,0.0033918895999999,2016,8
2016-08-24,Halifax,18.97,24.09,11.16,0.1,1.87,2.97,0.85,0.0032845824,2016,8
2016-08-25,Montreal,16.12,21.08,10.87,0.46,4.32,6.03,2.01,0.00303116,2016,8
2016-08-25,Calgary,16.86,22.03,9.2,0.11,2.58,3.49,0.4,0.0031491504,2016,8
2016-08-26,Toronto,26.32,30.19,22.32,0.18,3.64,4.79,2.44,0.0029297664,2016,8
2016-08-26,Vancouver,27.07,33.54,20.12,0.12,2.47,3.36,1.55,0.00303116,2016,8
2016-08-26,Montreal,27.72,31.74,22.35,2.38,4.42,5.95,2.79,0.0024552396,2016,8
2016-08-26,Ottawa,20.11,26.0,11.69,0.12,3.88,5.81,2.5,0.0030165696,2016,8
2016-08-26,Edmonton,22.12,27.38,15.41,0.02,5.53,7.63,3.59,0.0025615436,2016,8
2016-08-26,Quebec City,23.97,30.15,16.92,0.07,5.35,7.53,3.58,0.0029011135999999,2016,8
2016-08-26,Hamilton,20.43,25.5,13.49,0.17,3.24,5.09,1.66,0.0028583984,2016,8
2016-08-26,Halifax,21.88,27.06,17.54,0.13,2.99,4.13,1.88,0.0027739184,2016,8
2016-08-27,Edmonton,18.91,24.49,12.73,0.09,3.66,5.48,2.86,0.0030751423999999,2016,8
2016-08-27,Quebec City,21.22,27.06,13.45,0.1,2.89,4.03,1.86,0.0028371595999999,2016,8
2016-08-27,Winnipeg,24.42,31.6,16.12,0.16,3.08,4.62,0.36,0.0028300976,2016,8
2016-08-27,Hamilton,24.46,30.07,17.63,0.09,3.71,6.09,0.73,0.00267696,2016,8
2016-08-28,Montreal,24.36,27.74,22.17,28.42,3.68,6.78,1.52,0.0004421516,2016,8
2016-09-03,Toronto,19.59,26.03,12.96,28.78,7.97,11.03,3.05,6.91488e-05,2016,9
2016-09-07,Winnipeg,8.49,11.56,4.75,0.41,9.68,11.8,8.11,5.66048e-05,2016,9
2016-09-12,Vancouver,2.05,3.32,0.36,31.58,4.34,8.27,2.56,5.379200000000001e-06,2016,9
2016-09-14,Vancouver,-8.26,-3.71,-15.71,1.56,8.02,9.49,6.84,2.42208e-05,2016,9
2016-09-17,Toronto,-1.35,2.95,-9.23,3.08,11.81,16.24,6.89,4.08608e-05,2016,9
2016-09-17,Vancouver,-12.34,-9.75,-17.52,0.03,9.65,13.8,4.99,0.0003297312,2016,9
2016-09-18,Winnipeg,-6.13,0.86,-13.32,0.58,14.21,17.42,10.28,0.0001179647999999,2016,9
2016-09-20,Vancouver,-0.35,1.24,-3.92,1.45,9.36,11.46,6.53,0.0001465472,2016,9
2016-09-24,Toronto,9.39,13.71,3.48,23.99,6.18,9.27,2.42,3.528000000000001e-05,2016,9
2016-09-26,Vancouver,12.52,19.0,8.71,23.46,6.15,10.78,4.47,6.727999999999999e-05,2016,9
2016-10-02,Calgary,22.69,25.77,18.95,24.08,3.74,5.18,2.1,0.0002580992,2016,10
2016-10-07,Quebec City,18.02,22.29,13.93,23.08,3.04,3.77,2.31,0.00012168,2016,10
2016-10-10,Edmonton,13.08,16.53,8.33,37.65,2.82,4.99,1.2,2.8275199999999997e-05,2016,10
2016-10-12,Vancouver,7.27,8.73,6.07,43.52,9.08,13.74,4.88,7.6832e-06,2016,10
2016-10-13,Vancouver,6.98,9.31,4.34,27.17,5.65,8.88,2.73,5.9168e-06,2016,10
2016-10-13,Edmonton,12.38,15.32,8.34,44.26,3.83,8.31,1.87,1.8483200000000003e-05,2016,10
2016-10-13,Quebec City,4.22,8.14,-1.03,6.77,10.48,18.28,3.43,6.727999999999999e-05,2016,10
2016-10-18,Toronto,-5.18,0.52,-12.27,1.06,11.52,14.92,7.38,2.0995200000000005e-05,2016,10
2016-10-20,Winnipeg,1.32,5.57,-5.1,30.02,5.27,11.34,2.16,9.3312e-06,2016,10
2016-10-20,Hamilton,-9.52,-5.82,-17.1,14.63,7.02,14.01,3.15,6.48e-06,2016,10
2016-10-25,Ottawa,-1.84,0.82,-6.91,12.7,9.85,12.96,4.45,4.380480000000001e-05,2016,10
2016-10-26,Toronto,0.33,1.56,-2.12,0.26,9.56,14.13,5.17,0.0001167392,2016,10
2016-10-26,Halifax,4.35,9.19,1.16,5.82,11.48,13.71,6.8,0.0001506848,2016,10
2016-10-27,Toronto,0.1,2.56,-4.61,0.13,9.71,13.46,4.26,0.0006948992,2016,10
2016-10-27,Quebec City,6.7,17.52,-4.11,7.48,8.05,13.87,3.52,0.0001013888,2016,10
2016-10-29,Toronto,5.87,10.81,3.48,6.4,8.74,10.88,6.52,0.0002635808,2016,10
2016-10-30,Toronto,10.42,16.66,4.55,14.82,8.85,16.93,5.04,3.872e-05,2016,10
2016-11-10,Vancouver,24.68,28.59,21.91,20.78,4.74,7.17,2.5,0.0001021519999999,2016,11
2016-11-10,Calgary,20.48,22.69,18.6,28.4,4.7,7.9,2.47,5.056200000000001e-05,2016,11
2016-11-12,Hamilton,16.09,18.51,13.98,26.08,4.72,8.13,2.02,2.205000000000001e-05,2016,11
2016-11-16,Toronto,13.74,17.58,11.97,22.04,6.31,9.85,0.77,8.323200000000003e-05,2016,11
2016-11-28,Edmonton,-5.25,-2.53,-9.54,8.49,10.27,12.54,7.42,2.1632e-05,2016,11
2016-12-02,Calgary,3.46,9.2,-4.42,0.66,10.37,12.71,8.5,0.000453152,2016,12
2016-12-04,Toronto,0.73,4.96,-2.57,1.03,9.45,14.46,1.37,0.000710432,2016,12
2016-12-07,Montreal,9.69,11.6,5.34,21.12,5.34,8.06,0.9,4.805000000000001e-05,2016,12
2016-12-21,Halifax,17.78,22.03,13.38,21.91,4.79,6.91,2.91,0.000157922,2016,12
2016-12-24,Vancouver,17.81,23.0,12.67,21.86,5.9,8.8,2.65,6.272000000000002e-06,2016,12
2016-12-25,Quebec City,9.01,10.87,7.39,28.17,5.72,8.15,4.39,9.8e-06,2016,12
2016-12-29,Montreal,0.9,5.47,-5.38,25.82,7.27,12.22,4.14,2.592e-06,2016,12
2016-12-29,Winnipeg,1.56,8.73,-3.73,11.14,7.18,16.19,3.21,1.2500000000000003e-06,2016,12
2016-12-29,Hamilton,1.2,3.57,-2.6,0.19,9.67,15.39,6.69,7.9202e-05,2016,12
2016-12-30,Montreal,6.46,12.7,1.28,3.04,5.98,14.59,3.12,1.0952e-05,2016,12
2017-01-01,Hamilton,-26.8,-22.92,-33.48,0.11,3.98,5.2,0.55,8.652800000000001e-05,2017,1
2017-01-02,Montreal,-29.92,-22.49,-35.82,0.02,4.57,5.06,3.91,9.3312e-05,2017,1
2017-01-02,Hamilton,-28.06,-21.56,-34.75,0.05,2.41,4.03,1.19,0.000118098,2017,1
2017-01-05,Edmonton,2.72,5.82,-4.09,23.04,6.59,11.55,3.01,2.7378000000000005e-05,2017,1
2017-01-06,Vancouver,-5.68,2.46,-15.8,3.75,10.55,15.27,5.7,9.1592e-05,2017,1
2017-01-07,Montreal,3.08,11.7,-2.88,6.01,7.73,15.62,2.64,6.48e-05,2017,1
2017-01-10,Ottawa,4.18,6.61,0.7,27.51,6.05,7.91,3.82,3.6450000000000005e-05,2017,1
2017-01-11,Quebec City,3.24,5.95,0.92,22.0,8.15,11.49,1.6,5.7122e-05,2017,1
2017-01-14,Ottawa,12.44,16.16,7.4,4.07,9.74,12.39,5.46,0.00018605,2017,1
2017-01-15,Ottawa,19.66,22.45,17.05,20.56,4.15,5.56,2.35,7.761799999999999e-05,2017,1
2017-01-18,Vancouver,17.87,19.74,16.37,30.72,3.54,5.05,1.79,5.511200000000001e-05,2017,1
2017-01-20,Quebec City,22.36,25.53,19.23,23.8,2.81,5.18,1.39,0.0001152,2017,1
2017-01-26,Calgary,21.01,26.89,17.46,26.34,3.56,7.65,1.31,4.7432e-05,2017,1
2017-01-26,Halifax,12.43,16.25,9.45,21.14,4.82,7.08,3.12,1.805e-05,2017,1
2017-02-01,Montreal,11.97,14.67,8.88,22.59,3.67,4.72,2.84,2.5537999999999995e-05,2017,2
2017-02-05,Ottawa,-2.33,2.01,-8.62,24.79,10.64,13.92,6.32,4.05e-06,2017,2
