Date,City,Solar Irradiance (W/m²)
2014-09-30,Toronto,6.16
2014-09-30,Vancouver,4.55
2014-09-30,Montreal,8.44
2014-09-30,Calgary,8.33
2014-09-30,Ottawa,8.55
2014-09-30,Edmonton,3.23
2014-09-30,Quebec City,5.53
2014-09-30,Winnipeg,7.32
2014-09-30,Hamilton,5.67
2014-09-30,Halifax,6.81
2014-10-01,Toronto,8.03
2014-10-01,Vancouver,7.11
2014-10-01,Montreal,3.12
2014-10-01,Calgary,3.47
2014-10-01,Ottawa,6.69
2014-10-01,Edmonton,7.17
2014-10-01,Quebec City,5.7
2014-10-01,Winnipeg,4.45
2014-10-01,Hamilton,6.21
2014-10-01,Halifax,5.97
2014-10-02,Toronto,6.27
2014-10-02,Vancouver,7.65
2014-10-02,Montreal,6.58
2014-10-02,Calgary,6.66
2014-10-02,Ottawa,3.42
2014-10-02,Edmonton,1.57
2014-10-02,Quebec City,2.5
2014-10-02,Winnipeg,7.37
2014-10-02,Hamilton,2.23
2014-10-02,Halifax,4.33
2014-10-03,Toronto,4.66
2014-10-03,Vancouver,6.41
2014-10-03,Montreal,4.8
2014-10-03,Calgary,4.25
2014-10-03,Ottawa,2.29
2014-10-03,Edmonton,5.84
2014-10-03,Quebec City,5.53
2014-10-03,Winnipeg,4.46
2014-10-03,Hamilton,7.55
2014-10-03,Halifax,5.52
2014-10-04,Toronto,7.65
2014-10-04,Vancouver,2.51
2014-10-04,Montreal,6.78
2014-10-04,Calgary,6.48
2014-10-04,Ottawa,3.53
2014-10-04,Edmonton,6.84
2014-10-04,Quebec City,3.9
2014-10-04,Winnipeg,7.22
2014-10-04,Hamilton,5.64
2014-10-04,Halifax,3.76
2014-10-05,Toronto,7.18
2014-10-05,Vancouver,6.73
2014-10-05,Montreal,7.18
2014-10-05,Calgary,6.98
2014-10-05,Ottawa,6.17
2014-10-05,Edmonton,4.45
2014-10-05,Quebec City,3.81
2014-10-05,Winnipeg,6.2
2014-10-05,Hamilton,3.17
2014-10-05,Halifax,5.58
2014-10-06,Toronto,4.59
2014-10-06,Vancouver,4.29
2014-10-06,Montreal,7.1
2014-10-06,Calgary,6.79
2014-10-06,Ottawa,4.64
2014-10-06,Edmonton,3.57
2014-10-06,Quebec City,3.13
2014-10-06,Winnipeg,5.96
2014-10-06,Hamilton,5.83
2014-10-06,Halifax,4.66
2014-10-07,Toronto,5.16
2014-10-07,Vancouver,5.85
2014-10-07,Montreal,6.3
2014-10-07,Calgary,3.42
2014-10-07,Ottawa,5.04
2014-10-07,Edmonton,4.86
2014-10-07,Quebec City,5.32
2014-10-07,Winnipeg,5.04
2014-10-07,Hamilton,5.59
2014-10-07,Halifax,5.55
2014-10-08,Toronto,5.3
2014-10-08,Vancouver,6.47
2014-10-08,Montreal,5.44
2014-10-08,Calgary,4.92
2014-10-08,Ottawa,5.09
2014-10-08,Edmonton,5.24
2014-10-08,Quebec City,5.67
2014-10-08,Winnipeg,5.28
2014-10-08,Hamilton,4.24
2014-10-08,Halifax,5.25
2014-10-09,Toronto,4.83
2014-10-09,Vancouver,1.77
2014-10-09,Montreal,4.05
2014-10-09,Calgary,3.47
2014-10-09,Ottawa,3.78
2014-10-09,Edmonton,5.22
2014-10-09,Quebec City,4.36
2014-10-09,Winnipeg,5.25
2014-10-09,Hamilton,5.56
2014-10-09,Halifax,4.18
2014-10-10,Toronto,2.91
2014-10-10,Vancouver,1.07
2014-10-10,Montreal,2.86
2014-10-10,Calgary,3.33
2014-10-10,Ottawa,2.91
2014-10-10,Edmonton,3.76
2014-10-10,Quebec City,3.81
2014-10-10,Winnipeg,4.76
2014-10-10,Hamilton,4.89
2014-10-10,Halifax,3.46
2014-10-11,Toronto,4.43
2014-10-11,Vancouver,4.1
2014-10-11,Montreal,1.02
2014-10-11,Calgary,0.78
2014-10-11,Ottawa,1.47
2014-10-11,Edmonton,2.3
2014-10-11,Quebec City,2.17
2014-10-11,Winnipeg,1.98
2014-10-11,Hamilton,1.32
2014-10-11,Halifax,2.44
2014-10-12,Toronto,3.58
2014-10-12,Vancouver,3.02
2014-10-12,Montreal,1.92
2014-10-12,Calgary,2.73
2014-10-12,Ottawa,1.31
2014-10-12,Edmonton,1.68
2014-10-12,Quebec City,3.12
2014-10-12,Winnipeg,3.33
2014-10-12,Hamilton,3.94
2014-10-12,Halifax,1.85
2014-10-13,Toronto,1.09
2014-10-13,Vancouver,2.62
2014-10-13,Montreal,2.39
2014-10-13,Calgary,3.01
2014-10-13,Ottawa,0.49
2014-10-13,Edmonton,0.92
2014-10-13,Quebec City,3.29
2014-10-13,Winnipeg,2.23
2014-10-13,Hamilton,1.32
2014-10-13,Halifax,0.98
2014-10-14,Toronto,2.24
2014-10-14,Vancouver,2.83
2014-10-14,Montreal,2.29
2014-10-14,Calgary,2.39
2014-10-14,Ottawa,1.83
2014-10-14,Edmonton,2.77
2014-10-14,Quebec City,2.94
2014-10-14,Winnipeg,3.0
2014-10-14,Hamilton,2.94
2014-10-14,Halifax,1.4
2014-10-15,Toronto,3.0
2014-10-15,Vancouver,1.55
2014-10-15,Montreal,2.44
2014-10-15,Calgary,2.05
2014-10-15,Ottawa,0.46
2014-10-15,Edmonton,1.87
2014-10-15,Quebec City,2.16
2014-10-15,Winnipeg,0.52
2014-10-15,Hamilton,1.24
2014-10-15,Halifax,2.13
2014-10-16,Toronto,1.25
2014-10-16,Vancouver,1.12
2014-10-16,Montreal,1.73
2014-10-16,Calgary,2.41
2014-10-16,Ottawa,1.75
2014-10-16,Edmonton,0.34
2014-10-16,Quebec City,1.0
2014-10-16,Winnipeg,1.27
2014-10-16,Hamilton,0.62
2014-10-16,Halifax,1.34
2014-10-17,Toronto,0.98
2014-10-17,Vancouver,1.6
2014-10-17,Montreal,0.94
2014-10-17,Calgary,1.31
2014-10-17,Ottawa,1.45
2014-10-17,Edmonton,0.74
2014-10-17,Quebec City,0.68
2014-10-17,Winnipeg,1.04
2014-10-17,Hamilton,0.78
2014-10-17,Halifax,0.72
2014-10-18,Toronto,1.06
2014-10-18,Vancouver,1.42
2014-10-18,Montreal,2.22
2014-10-18,Calgary,2.16
2014-10-18,Ottawa,2.14
2014-10-18,Edmonton,0.37
2014-10-18,Quebec City,0.82
2014-10-18,Winnipeg,2.18
2014-10-18,Hamilton,0.41
2014-10-18,Halifax,1.95
2014-10-19,Toronto,1.24
2014-10-19,Vancouver,1.3
2014-10-19,Montreal,1.41
2014-10-19,Calgary,1.26
2014-10-19,Ottawa,0.82
2014-10-19,Edmonton,0.54
2014-10-19,Quebec City,0.99
2014-10-19,Winnipeg,0.46
2014-10-19,Hamilton,1.11
2014-10-19,Halifax,0.81
2014-10-20,Toronto,0.89
2014-10-20,Vancouver,1.02
2014-10-20,Montreal,0.5
2014-10-20,Calgary,1.0
2014-10-20,Ottawa,1.96
2014-10-20,Edmonton,1.72
2014-10-20,Quebec City,0.67
2014-10-20,Winnipeg,1.54
2014-10-20,Hamilton,1.92
2014-10-20,Halifax,1.56
2014-10-21,Toronto,0.7
2014-10-21,Vancouver,1.68
2014-10-21,Montreal,1.22
2014-10-21,Calgary,0.4
2014-10-21,Ottawa,0.76
2014-10-21,Edmonton,1.92
2014-10-21,Quebec City,1.93
2014-10-21,Winnipeg,2.34
2014-10-21,Hamilton,0.54
2014-10-21,Halifax,2.09
2014-10-22,Toronto,1.2
2014-10-22,Vancouver,2.13
2014-10-22,Montreal,1.92
2014-10-22,Calgary,1.46
2014-10-22,Ottawa,1.64
2014-10-22,Edmonton,1.21
2014-10-22,Quebec City,2.16
2014-10-22,Winnipeg,1.85
2014-10-22,Hamilton,1.22
2014-10-22,Halifax,2.26
2014-10-23,Toronto,2.61
2014-10-23,Vancouver,1.94
2014-10-23,Montreal,2.03
2014-10-23,Calgary,2.38
2014-10-23,Ottawa,0.89
2014-10-23,Edmonton,1.15
2014-10-23,Quebec City,2.07
2014-10-23,Winnipeg,3.36
2014-10-23,Hamilton,2.85
2014-10-23,Halifax,2.66
2014-10-24,Toronto,2.3
2014-10-24,Vancouver,2.64
2014-10-24,Montreal,1.86
2014-10-24,Calgary,1.79
2014-10-24,Ottawa,2.62
2014-10-24,Edmonton,2.98
2014-10-24,Quebec City,3.66
2014-10-24,Winnipeg,3.1
2014-10-24,Hamilton,3.0
2014-10-24,Halifax,1.12
2014-10-25,Toronto,3.02
2014-10-25,Vancouver,2.8
2014-10-25,Montreal,3.53
2014-10-25,Calgary,3.07
2014-10-25,Ottawa,1.46
2014-10-25,Edmonton,3.51
2014-10-25,Quebec City,3.63
2014-10-25,Winnipeg,3.09
2014-10-25,Hamilton,2.66
2014-10-25,Halifax,3.09
2014-10-26,Toronto,3.68
2014-10-26,Vancouver,2.54
2014-10-26,Montreal,3.61
2014-10-26,Calgary,4.05
2014-10-26,Ottawa,3.7
2014-10-26,Edmonton,3.17
2014-10-26,Quebec City,4.23
2014-10-26,Winnipeg,1.36
2014-10-26,Hamilton,4.07
2014-10-26,Halifax,3.15
2014-10-27,Toronto,4.19
2014-10-27,Vancouver,1.51
2014-10-27,Montreal,3.17
2014-10-27,Calgary,2.63
2014-10-27,Ottawa,2.95
2014-10-27,Edmonton,2.16
2014-10-27,Quebec City,2.64
2014-10-27,Winnipeg,4.81
2014-10-27,Hamilton,3.6
2014-10-27,Halifax,1.8
2014-10-28,Toronto,4.25
2014-10-28,Vancouver,4.79
2014-10-28,Montreal,4.18
2014-10-28,Calgary,1.11
2014-10-28,Ottawa,2.6
2014-10-28,Edmonton,2.08
2014-10-28,Quebec City,2.61
2014-10-28,Winnipeg,3.5
2014-10-28,Hamilton,4.33
2014-10-28,Halifax,6.2
2014-10-29,Toronto,1.56
2014-10-29,Vancouver,4.19
2014-10-29,Montreal,2.81
2014-10-29,Calgary,5.4
2014-10-29,Ottawa,2.72
2014-10-29,Edmonton,4.24
2014-10-29,Quebec City,5.12
2014-10-29,Winnipeg,3.46
2014-10-29,Hamilton,4.07
2014-10-29,Halifax,4.15
2014-10-30,Toronto,3.02
2014-10-30,Vancouver,4.36
2014-10-30,Montreal,3.67
2014-10-30,Calgary,6.38
2014-10-30,Ottawa,3.21
2014-10-30,Edmonton,5.45
2014-10-30,Quebec City,4.31
2014-10-30,Winnipeg,4.63
2014-10-30,Hamilton,6.45
2014-10-30,Halifax,3.44
2014-10-31,Toronto,2.95
2014-10-31,Vancouver,6.89
2014-10-31,Montreal,2.68
2014-10-31,Calgary,7.02
2014-10-31,Ottawa,3.53
2014-10-31,Edmonton,6.38
2014-10-31,Quebec City,2.77
2014-10-31,Winnipeg,2.72
2014-10-31,Hamilton,3.96
2014-10-31,Halifax,7.69
2014-11-01,Toronto,7.81
2014-11-01,Vancouver,7.0
2014-11-01,Montreal,2.11
2014-11-01,Calgary,1.72
2014-11-01,Ottawa,2.58
2014-11-01,Edmonton,4.29
2014-11-01,Quebec City,6.35
2014-11-01,Winnipeg,4.54
2014-11-01,Hamilton,8.02
2014-11-01,Halifax,8.08
2014-11-02,Toronto,7.89
2014-11-02,Vancouver,6.83
2014-11-02,Montreal,7.26
2014-11-02,Calgary,7.51
2014-11-02,Ottawa,7.46
2014-11-02,Edmonton,7.19
2014-11-02,Quebec City,7.17
2014-11-02,Winnipeg,2.81
2014-11-02,Hamilton,6.04
2014-11-02,Halifax,4.16
2014-11-03,Toronto,4.9
2014-11-03,Vancouver,5.12
2014-11-03,Montreal,4.32
2014-11-03,Calgary,2.39
2014-11-03,Ottawa,6.43
2014-11-03,Edmonton,7.5
2014-11-03,Quebec City,5.09
2014-11-03,Winnipeg,4.88
2014-11-03,Hamilton,3.81
2014-11-03,Halifax,6.26
2014-11-04,Toronto,7.42
2014-11-04,Vancouver,7.42
2014-11-04,Montreal,6.88
2014-11-04,Calgary,3.42
2014-11-04,Ottawa,5.18
2014-11-04,Edmonton,7.07
2014-11-04,Quebec City,8.65
2014-11-04,Winnipeg,6.51
2014-11-04,Hamilton,3.38
2014-11-04,Halifax,2.85
2014-11-05,Toronto,6.56
2014-11-05,Vancouver,4.87
2014-11-05,Montreal,7.74
2014-11-05,Calgary,5.88
2014-11-05,Ottawa,4.02
2014-11-05,Edmonton,7.41
2014-11-05,Quebec City,8.17
2014-11-05,Winnipeg,5.0
2014-11-05,Hamilton,6.11
2014-11-05,Halifax,7.87
2014-11-06,Toronto,8.88
2014-11-06,Vancouver,7.65
2014-11-06,Montreal,5.21
2014-11-06,Calgary,7.91
2014-11-06,Ottawa,7.45
2014-11-06,Edmonton,8.35
2014-11-06,Quebec City,8.21
2014-11-06,Winnipeg,7.91
2014-11-06,Hamilton,4.26
2014-11-06,Halifax,6.43
2014-11-07,Toronto,8.57
2014-11-07,Vancouver,4.72
2014-11-07,Montreal,6.91
2014-11-07,Calgary,3.77
2014-11-07,Ottawa,7.51
2014-11-07,Edmonton,8.33
2014-11-07,Quebec City,5.57
2014-11-07,Winnipeg,2.47
2014-11-07,Hamilton,4.96
2014-11-07,Halifax,7.53
2014-11-08,Toronto,4.94
2014-11-08,Vancouver,8.45
2014-11-08,Montreal,7.88
2014-11-08,Calgary,6.6
2014-11-08,Ottawa,6.34
2014-11-08,Edmonton,4.42
2014-11-08,Quebec City,7.73
2014-11-08,Winnipeg,7.59
2014-11-08,Hamilton,7.69
2014-11-08,Halifax,5.41
2014-11-09,Toronto,3.85
2014-11-09,Vancouver,6.87
2014-11-09,Montreal,5.64
2014-11-09,Calgary,6.68
2014-11-09,Ottawa,7.04
2014-11-09,Edmonton,5.94
2014-11-09,Quebec City,3.21
2014-11-09,Winnipeg,6.65
2014-11-09,Hamilton,5.88
2014-11-09,Halifax,4.67
2014-11-10,Toronto,5.53
2014-11-10,Vancouver,6.71
2014-11-10,Montreal,6.72
2014-11-10,Calgary,6.28
2014-11-10,Ottawa,5.26
2014-11-10,Edmonton,6.17
2014-11-10,Quebec City,4.84
2014-11-10,Winnipeg,2.93
2014-11-10,Hamilton,5.94
2014-11-10,Halifax,6.8
2014-11-11,Toronto,5.67
2014-11-11,Vancouver,3.33
2014-11-11,Montreal,3.77
2014-11-11,Calgary,7.28
2014-11-11,Ottawa,7.02
2014-11-11,Edmonton,7.47
2014-11-11,Quebec City,7.04
2014-11-11,Winnipeg,5.6
2014-11-11,Hamilton,5.92
2014-11-11,Halifax,4.94
2014-11-12,Toronto,5.2
2014-11-12,Vancouver,5.88
2014-11-12,Montreal,5.48
2014-11-12,Calgary,5.89
2014-11-12,Ottawa,3.63
2014-11-12,Edmonton,3.66
2014-11-12,Quebec City,5.81
2014-11-12,Winnipeg,5.95
2014-11-12,Hamilton,4.19
2014-11-12,Halifax,4.09
2014-11-13,Toronto,6.4
2014-11-13,Vancouver,6.29
2014-11-13,Montreal,4.63
2014-11-13,Calgary,2.18
2014-11-13,Ottawa,5.62
2014-11-13,Edmonton,6.52
2014-11-13,Quebec City,6.04
2014-11-13,Winnipeg,5.64
2014-11-13,Hamilton,1.76
2014-11-13,Halifax,2.0
2014-11-14,Toronto,5.32
2014-11-14,Vancouver,3.9
2014-11-14,Montreal,5.97
2014-11-14,Calgary,5.72
2014-11-14,Ottawa,4.79
2014-11-14,Edmonton,2.58
2014-11-14,Quebec City,2.49
2014-11-14,Winnipeg,3.11
2014-11-14,Hamilton,5.03
2014-11-14,Halifax,5.65
2014-11-15,Toronto,3.68
2014-11-15,Vancouver,4.32
2014-11-15,Montreal,2.86
2014-11-15,Calgary,3.46
2014-11-15,Ottawa,4.67
2014-11-15,Edmonton,2.78
2014-11-15,Quebec City,3.46
2014-11-15,Winnipeg,5.45
2014-11-15,Hamilton,3.82
2014-11-15,Halifax,2.22
2014-11-16,Toronto,2.92
2014-11-16,Vancouver,2.23
2014-11-16,Montreal,2.31
2014-11-16,Calgary,4.92
2014-11-16,Ottawa,4.64
2014-11-16,Edmonton,3.37
2014-11-16,Quebec City,4.94
2014-11-16,Winnipeg,4.84
2014-11-16,Hamilton,4.21
2014-11-16,Halifax,4.6
2014-11-17,Toronto,2.7
2014-11-17,Vancouver,2.38
2014-11-17,Montreal,2.74
2014-11-17,Calgary,2.73
2014-11-17,Ottawa,4.02
2014-11-17,Edmonton,4.13
2014-11-17,Quebec City,1.73
2014-11-17,Winnipeg,1.48
2014-11-17,Hamilton,3.11
2014-11-17,Halifax,2.96
2014-11-18,Toronto,2.88
2014-11-18,Vancouver,1.54
2014-11-18,Montreal,1.92
2014-11-18,Calgary,1.93
2014-11-18,Ottawa,1.35
2014-11-18,Edmonton,3.7
2014-11-18,Quebec City,3.71
2014-11-18,Winnipeg,3.66
2014-11-18,Hamilton,3.63
2014-11-18,Halifax,2.33
2014-11-19,Toronto,0.67
2014-11-19,Vancouver,3.31
2014-11-19,Montreal,2.87
2014-11-19,Calgary,3.44
2014-11-19,Ottawa,2.74
2014-11-19,Edmonton,1.0
2014-11-19,Quebec City,2.5
2014-11-19,Winnipeg,2.78
2014-11-19,Hamilton,2.24
2014-11-19,Halifax,2.41
2014-11-20,Toronto,2.06
2014-11-20,Vancouver,2.42
2014-11-20,Montreal,3.17
2014-11-20,Calgary,3.16
2014-11-20,Ottawa,3.0
2014-11-20,Edmonton,2.72
2014-11-20,Quebec City,0.57
2014-11-20,Winnipeg,1.36
2014-11-20,Hamilton,1.39
2014-11-20,Halifax,1.85
2014-11-21,Toronto,0.76
2014-11-21,Vancouver,0.85
2014-11-21,Montreal,1.55
2014-11-21,Calgary,1.67
2014-11-21,Ottawa,1.42
2014-11-21,Edmonton,1.7
2014-11-21,Quebec City,2.2
2014-11-21,Winnipeg,1.66
2014-11-21,Hamilton,2.3
2014-11-21,Halifax,1.67
2014-11-22,Toronto,1.36
2014-11-22,Vancouver,2.45
2014-11-22,Montreal,0.58
2014-11-22,Calgary,0.89
2014-11-22,Ottawa,0.8
2014-11-22,Edmonton,0.27
2014-11-22,Quebec City,1.42
2014-11-22,Winnipeg,1.36
2014-11-22,Hamilton,1.04
2014-11-22,Halifax,2.1
2014-11-23,Toronto,1.47
2014-11-23,Vancouver,0.7
2014-11-23,Montreal,0.54
2014-11-23,Calgary,1.56
2014-11-23,Ottawa,0.84
2014-11-23,Edmonton,1.27
2014-11-23,Quebec City,0.57
2014-11-23,Winnipeg,0.57
2014-11-23,Hamilton,1.98
2014-11-23,Halifax,1.29
2014-11-24,Toronto,0.67
2014-11-24,Vancouver,1.0
2014-11-24,Montreal,1.3
2014-11-24,Calgary,1.22
2014-11-24,Ottawa,1.45
2014-11-24,Edmonton,0.97
2014-11-24,Quebec City,1.99
2014-11-24,Winnipeg,0.98
2014-11-24,Hamilton,0.53
2014-11-24,Halifax,1.17
2014-11-25,Toronto,1.64
2014-11-25,Vancouver,1.01
2014-11-25,Montreal,1.34
2014-11-25,Calgary,1.14
2014-11-25,Ottawa,1.27
2014-11-25,Edmonton,0.75
2014-11-25,Quebec City,0.61
2014-11-25,Winnipeg,0.74
2014-11-25,Hamilton,1.34
2014-11-25,Halifax,0.59
2014-11-26,Toronto,0.57
2014-11-26,Vancouver,1.0
2014-11-26,Montreal,0.84
2014-11-26,Calgary,1.35
2014-11-26,Ottawa,0.72
2014-11-26,Edmonton,1.53
2014-11-26,Quebec City,0.74
2014-11-26,Winnipeg,0.94
2014-11-26,Hamilton,0.67
2014-11-26,Halifax,0.7
2014-11-27,Toronto,2.32
2014-11-27,Vancouver,2.37
2014-11-27,Montreal,2.3
2014-11-27,Calgary,0.65
2014-11-27,Ottawa,0.92
2014-11-27,Edmonton,0.34
2014-11-27,Quebec City,1.18
2014-11-27,Winnipeg,0.78
2014-11-27,Hamilton,0.47
2014-11-27,Halifax,1.38
2014-11-28,Toronto,1.46
2014-11-28,Vancouver,0.58
2014-11-28,Montreal,1.51
2014-11-28,Calgary,1.42
2014-11-28,Ottawa,1.56
2014-11-28,Edmonton,0.86
2014-11-28,Quebec City,1.51
2014-11-28,Winnipeg,2.47
2014-11-28,Hamilton,2.08
2014-11-28,Halifax,2.32
2014-11-29,Toronto,2.53
2014-11-29,Vancouver,1.2
2014-11-29,Montreal,1.35
2014-11-29,Calgary,2.11
2014-11-29,Ottawa,1.18
2014-11-29,Edmonton,3.23
2014-11-29,Quebec City,0.51
2014-11-29,Winnipeg,0.96
2014-11-29,Hamilton,2.11
2014-11-29,Halifax,3.51
2014-11-30,Toronto,3.4
2014-11-30,Vancouver,3.71
2014-11-30,Montreal,1.28
2014-11-30,Calgary,1.24
2014-11-30,Ottawa,2.66
2014-11-30,Edmonton,2.36
2014-11-30,Quebec City,3.13
2014-11-30,Winnipeg,3.12
2014-11-30,Hamilton,2.62
2014-11-30,Halifax,1.05
2014-12-01,Toronto,0.68
2014-12-01,Vancouver,3.3
2014-12-01,Montreal,2.24
2014-12-01,Calgary,2.86
2014-12-01,Ottawa,2.22
2014-12-01,Edmonton,1.44
2014-12-01,Quebec City,1.63
2014-12-01,Winnipeg,2.86
2014-12-01,Hamilton,2.48
2014-12-01,Halifax,3.63
2014-12-02,Toronto,2.67
2014-12-02,Vancouver,2.22
2014-12-02,Montreal,5.12
2014-12-02,Calgary,4.9
2014-12-02,Ottawa,4.86
2014-12-02,Edmonton,1.32
2014-12-02,Quebec City,3.01
2014-12-02,Winnipeg,2.01
2014-12-02,Hamilton,2.77
2014-12-02,Halifax,3.72
2014-12-03,Toronto,5.61
2014-12-03,Vancouver,3.75
2014-12-03,Montreal,1.98
2014-12-03,Calgary,3.66
2014-12-03,Ottawa,4.13
2014-12-03,Edmonton,5.44
2014-12-03,Quebec City,4.0
2014-12-03,Winnipeg,2.2
2014-12-03,Hamilton,1.71
2014-12-03,Halifax,4.75
2014-12-04,Toronto,0.98
2014-12-04,Vancouver,5.93
2014-12-04,Montreal,1.01
2014-12-04,Calgary,4.52
2014-12-04,Ottawa,3.56
2014-12-04,Edmonton,6.33
2014-12-04,Quebec City,0.87
2014-12-04,Winnipeg,3.3
2014-12-04,Hamilton,6.47
2014-12-04,Halifax,3.54
2014-12-05,Toronto,2.89
2014-12-05,Vancouver,1.31
2014-12-05,Montreal,3.8
2014-12-05,Calgary,6.71
2014-12-05,Ottawa,5.97
2014-12-05,Edmonton,6.51
2014-12-05,Quebec City,6.16
2014-12-05,Winnipeg,4.41
2014-12-05,Hamilton,6.35
2014-12-05,Halifax,6.5
2014-12-06,Toronto,6.68
2014-12-06,Vancouver,5.61
2014-12-06,Montreal,6.21
2014-12-06,Calgary,2.29
2014-12-06,Ottawa,3.31
2014-12-06,Edmonton,5.59
2014-12-06,Quebec City,5.43
2014-12-06,Winnipeg,5.14
2014-12-06,Hamilton,1.42
2014-12-06,Halifax,3.42
2014-12-07,Toronto,3.94
2014-12-07,Vancouver,4.49
2014-12-07,Montreal,4.84
2014-12-07,Calgary,7.38
2014-12-07,Ottawa,2.77
2014-12-07,Edmonton,1.83
2014-12-07,Quebec City,1.09
2014-12-07,Winnipeg,4.14
2014-12-07,Hamilton,3.11
2014-12-07,Halifax,3.46
2014-12-08,Toronto,3.86
2014-12-08,Vancouver,5.65
2014-12-08,Montreal,7.23
2014-12-08,Calgary,2.13
2014-12-08,Ottawa,6.85
2014-12-08,Edmonton,6.55
2014-12-08,Quebec City,6.62
2014-12-08,Winnipeg,6.59
2014-12-08,Hamilton,6.24
2014-12-08,Halifax,6.47
2014-12-09,Toronto,7.01
2014-12-09,Vancouver,8.04
2014-12-09,Montreal,5.46
2014-12-09,Calgary,8.36
2014-12-09,Ottawa,7.71
2014-12-09,Edmonton,5.05
2014-12-09,Quebec City,2.85
2014-12-09,Winnipeg,7.06
2014-12-09,Hamilton,6.82
2014-12-09,Halifax,6.59
2014-12-10,Toronto,5.43
2014-12-10,Vancouver,8.45
2014-12-10,Montreal,8.55
2014-12-10,Calgary,7.98
2014-12-10,Ottawa,8.12
2014-12-10,Edmonton,7.86
2014-12-10,Quebec City,7.95
2014-12-10,Winnipeg,7.73
2014-12-10,Hamilton,7.55
2014-12-10,Halifax,6.97
2014-12-11,Toronto,7.87
2014-12-11,Vancouver,8.14
2014-12-11,Montreal,5.49
2014-12-11,Calgary,7.1
2014-12-11,Ottawa,7.58
2014-12-11,Edmonton,3.2
2014-12-11,Quebec City,3.79
2014-12-11,Winnipeg,6.29
2014-12-11,Hamilton,2.66
2014-12-11,Halifax,1.89
2014-12-12,Toronto,5.18
2014-12-12,Vancouver,5.19
2014-12-12,Montreal,3.06
2014-12-12,Calgary,4.76
2014-12-12,Ottawa,7.69
2014-12-12,Edmonton,7.39
2014-12-12,Quebec City,7.45
2014-12-12,Winnipeg,7.4
2014-12-12,Hamilton,7.75
2014-12-12,Halifax,6.56
2014-12-13,Toronto,2.89
2014-12-13,Vancouver,4.97
2014-12-13,Montreal,7.14
2014-12-13,Calgary,4.5
2014-12-13,Ottawa,3.52
2014-12-13,Edmonton,6.58
2014-12-13,Quebec City,7.12
2014-12-13,Winnipeg,5.22
2014-12-13,Hamilton,5.59
2014-12-13,Halifax,1.86
2014-12-14,Toronto,5.54
2014-12-14,Vancouver,7.12
2014-12-14,Montreal,7.46
2014-12-14,Calgary,5.04
2014-12-14,Ottawa,7.9
2014-12-14,Edmonton,5.26
2014-12-14,Quebec City,5.23
2014-12-14,Winnipeg,7.68
2014-12-14,Hamilton,6.32
2014-12-14,Halifax,6.28
2014-12-15,Toronto,5.16
2014-12-15,Vancouver,6.52
2014-12-15,Montreal,2.87
2014-12-15,Calgary,5.31
2014-12-15,Ottawa,5.51
2014-12-15,Edmonton,5.94
2014-12-15,Quebec City,6.55
2014-12-15,Winnipeg,6.33
2014-12-15,Hamilton,6.62
2014-12-15,Halifax,7.37
2014-12-16,Toronto,5.9
2014-12-16,Vancouver,5.46
2014-12-16,Montreal,5.36
2014-12-16,Calgary,6.09
2014-12-16,Ottawa,4.95
2014-12-16,Edmonton,6.04
2014-12-16,Quebec City,2.68
2014-12-16,Winnipeg,6.17
2014-12-16,Hamilton,6.0
2014-12-16,Halifax,6.39
2014-12-17,Toronto,4.77
2014-12-17,Vancouver,6.38
2014-12-17,Montreal,6.07
2014-12-17,Calgary,5.85
2014-12-17,Ottawa,5.23
2014-12-17,Edmonton,3.39
2014-12-17,Quebec City,4.52
2014-12-17,Winnipeg,6.45
2014-12-17,Hamilton,4.7
2014-12-17,Halifax,6.73
2014-12-18,Toronto,4.75
2014-12-18,Vancouver,5.85
2014-12-18,Montreal,5.27
2014-12-18,Calgary,2.44
2014-12-18,Ottawa,6.62
2014-12-18,Edmonton,4.55
2014-12-18,Quebec City,3.57
2014-12-18,Winnipeg,6.84
2014-12-18,Hamilton,4.69
2014-12-18,Halifax,4.77
2014-12-19,Toronto,6.49
2014-12-19,Vancouver,1.98
2014-12-19,Montreal,2.19
2014-12-19,Calgary,2.81
2014-12-19,Ottawa,4.01
2014-12-19,Edmonton,6.26
2014-12-19,Quebec City,6.45
2014-12-19,Winnipeg,6.29
2014-12-19,Hamilton,3.23
2014-12-19,Halifax,6.29
2014-12-20,Toronto,6.38
2014-12-20,Vancouver,3.86
2014-12-20,Montreal,5.33
2014-12-20,Calgary,6.07
2014-12-20,Ottawa,5.61
2014-12-20,Edmonton,5.55
2014-12-20,Quebec City,4.19
2014-12-20,Winnipeg,3.25
2014-12-20,Hamilton,2.4
2014-12-20,Halifax,3.21
2014-12-21,Toronto,4.49
2014-12-21,Vancouver,2.56
2014-12-21,Montreal,3.09
2014-12-21,Calgary,5.29
2014-12-21,Ottawa,5.83
2014-12-21,Edmonton,5.27
2014-12-21,Quebec City,3.79
2014-12-21,Winnipeg,4.08
2014-12-21,Hamilton,5.49
2014-12-21,Halifax,5.52
2014-12-22,Toronto,4.66
2014-12-22,Vancouver,5.24
2014-12-22,Montreal,4.1
2014-12-22,Calgary,3.39
2014-12-22,Ottawa,4.53
2014-12-22,Edmonton,4.33
2014-12-22,Quebec City,4.54
