Date,City,Temperature (°C),Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),Max Wind Speed (m/s),Min Wind Speed (m/s),Estimated Solar Energy Consumption (kWh)
2014-11-07,Ottawa,20.38,24.7,15.83,1.39,3.83,6.24,1.6,0.0011280020000000001
2014-11-07,Edmonton,19.96,24.66,14.94,0.19,3.32,4.74,1.94,0.001387778
2014-11-07,Quebec City,21.94,26.24,17.97,0.8,1.63,2.99,0.1,0.000620498
2014-11-07,Winnipeg,20.91,25.42,18.75,5.49,3.9,6.67,1.53,0.00012201800000000002
2014-11-07,Hamilton,20.23,23.44,17.35,0.99,2.43,4.14,0.51,0.000492032
2014-11-07,Halifax,21.17,25.1,16.71,0.13,1.71,3.1,0.68,0.001134018
2014-11-08,Toronto,21.49,25.39,18.47,0.85,3.15,6.4,1.32,0.0004880720000000001
2014-11-08,Vancouver,19.84,23.1,16.75,0.33,4.24,7.45,1.59,0.0014280499999999997
2014-11-08,Montreal,20.51,24.22,16.15,0.11,2.75,4.73,1.07,0.0012418879999999998
2014-11-08,Calgary,22.42,26.15,18.53,2.74,6.02,9.1,2.64,0.0008711999999999999
2014-11-08,Ottawa,22.39,24.75,19.49,1.39,5.64,8.5,3.34,0.000803912
2014-11-08,Edmonton,20.16,22.91,17.64,0.35,2.28,3.29,0.91,0.000390728
2014-11-08,Quebec City,21.79,26.19,17.37,0.17,2.41,5.74,0.83,0.0011950580000000001
2014-11-08,Winnipeg,21.4,24.8,17.36,0.17,2.5,4.73,0.52,0.001152162
2014-11-08,Hamilton,22.81,26.42,19.95,0.13,1.75,2.89,0.38,0.0011827220000000002
2014-11-08,Halifax,22.98,25.58,20.79,0.56,2.75,4.47,0.58,0.000585362
2014-11-09,Toronto,22.59,24.93,21.05,14.38,4.96,8.11,1.93,0.00029645
2014-11-09,Vancouver,25.24,29.18,20.87,2.67,5.51,6.17,4.38,0.0009439380000000001
2014-11-09,Montreal,25.57,28.56,22.61,3.17,6.22,9.17,3.2,0.0006361919999999999
2014-11-09,Calgary,24.53,27.63,20.98,1.45,6.16,8.33,4.06,0.0008924479999999999
2014-11-09,Ottawa,24.47,28.44,20.95,0.25,3.65,5.13,1.42,0.000991232
2014-11-09,Edmonton,24.78,28.6,21.21,0.1,6.12,7.65,4.83,0.0007056720000000001
2014-11-09,Quebec City,24.35,27.49,22.13,4.93,7.62,12.67,4.81,0.000206082
2014-11-09,Winnipeg,21.51,23.61,18.71,1.51,5.24,7.25,3.75,0.0008844500000000001
2014-11-09,Hamilton,20.97,24.59,16.75,0.16,3.09,4.27,1.8,0.0006914880000000001
2014-11-09,Halifax,21.45,24.54,18.93,0.68,2.45,3.95,0.82,0.00043617799999999996
2014-11-10,Toronto,22.86,26.08,20.22,0.75,4.93,7.28,3.0,0.000611618
2014-11-10,Vancouver,21.44,24.64,17.73,0.04,3.86,4.55,2.72,0.0009004819999999999
2014-11-10,Montreal,21.53,25.9,17.13,0.03,3.43,5.49,1.15,0.0009031679999999999
2014-11-10,Calgary,22.15,24.86,19.14,0.35,2.28,4.04,0.35,0.000788768
2014-11-10,Ottawa,22.57,25.32,19.41,2.09,5.38,7.88,2.99,0.0005533519999999999
2014-11-10,Edmonton,21.76,25.6,18.67,0.5,4.18,6.69,2.62,0.0007613780000000002
2014-11-10,Quebec City,22.65,27.03,17.88,1.64,5.39,8.25,2.31,0.000468512
2014-11-10,Winnipeg,22.58,25.17,20.96,3.76,4.04,5.7,2.4,0.00017169800000000002
2014-11-10,Hamilton,22.58,25.68,19.68,1.32,2.37,3.47,1.68,0.0007056720000000001
2014-11-10,Halifax,24.58,27.38,21.28,0.46,3.67,5.26,1.85,0.0009247999999999998
2014-11-11,Toronto,25.65,28.54,22.43,0.05,4.97,6.75,4.09,0.0006429780000000002
2014-11-11,Vancouver,25.06,27.69,22.43,2.18,6.6,9.43,3.91,0.00022177800000000003
2014-11-11,Montreal,21.81,24.88,19.1,0.72,3.91,7.73,1.25,0.00028425799999999996
2014-11-11,Calgary,21.83,25.6,18.07,0.24,2.79,4.85,0.5,0.001059968
2014-11-11,Ottawa,21.63,24.76,17.88,0.78,5.59,7.28,4.38,0.000985608
2014-11-11,Edmonton,20.52,24.99,16.65,0.21,3.61,5.64,1.55,0.001116018
2014-11-11,Quebec City,20.88,24.62,16.6,0.37,2.01,4.37,0.82,0.000991232
2014-11-11,Winnipeg,21.54,23.64,18.85,0.23,2.54,3.73,0.65,0.0006272000000000001
2014-11-11,Hamilton,22.2,24.32,19.42,0.22,3.96,6.21,1.33,0.0007009280000000001
2014-11-11,Halifax,22.63,25.23,19.76,1.29,2.84,4.39,0.55,0.0004880720000000001
2014-11-12,Toronto,22.48,24.39,20.11,2.24,1.88,3.09,0.51,0.0005407999999999999
2014-11-12,Vancouver,23.48,26.6,19.5,1.42,2.79,4.04,1.56,0.0006914880000000001
2014-11-12,Montreal,23.78,26.68,20.36,1.43,2.53,3.62,1.57,0.0006006080000000001
2014-11-12,Calgary,24.63,27.93,21.8,0.93,1.77,3.08,0.14,0.000693842
2014-11-12,Ottawa,22.85,24.17,21.43,7.53,1.94,2.9,0.62,0.000263538
2014-11-12,Edmonton,22.27,23.75,21.22,8.55,1.91,4.63,0.37,0.00026791200000000003
2014-11-12,Quebec City,23.8,27.67,20.82,3.23,4.54,5.73,3.01,0.000675122
2014-11-12,Winnipeg,23.84,27.85,19.31,0.52,3.22,4.42,2.45,0.0007080500000000001
2014-11-12,Hamilton,23.26,26.0,20.57,1.7,2.62,4.56,0.47,0.0003511220000000001
2014-11-12,Halifax,23.07,26.04,19.29,1.2,4.5,7.06,2.19,0.000334562
2014-11-13,Toronto,20.56,23.0,17.98,0.68,3.91,5.42,2.9,0.0008192000000000001
2014-11-13,Vancouver,23.32,26.66,19.83,0.19,3.0,4.38,1.68,0.0007912820000000002
2014-11-13,Montreal,25.27,28.41,22.03,1.49,6.65,9.22,2.95,0.000428738
2014-11-13,Calgary,23.66,25.48,20.52,2.21,6.61,7.83,5.68,9.504800000000002e-05
2014-11-13,Ottawa,22.42,26.3,18.71,2.56,8.06,9.93,5.77,0.000631688
2014-11-13,Edmonton,20.37,24.63,15.93,0.24,3.29,7.68,0.82,0.000850208
2014-11-13,Quebec City,23.05,26.12,19.81,0.17,3.27,4.06,1.75,0.000729632
2014-11-13,Winnipeg,24.29,27.74,20.92,0.21,3.95,5.13,3.27,0.0006361919999999999
2014-11-13,Hamilton,20.09,22.51,19.25,0.6,5.91,7.68,4.85,6.1952e-05
2014-11-13,Halifax,20.48,22.24,19.25,2.19,5.78,6.72,4.32,8.000000000000002e-05
2014-11-14,Toronto,20.16,22.6,17.72,1.13,4.17,6.76,0.69,0.000566048
2014-11-14,Vancouver,20.76,23.65,17.74,1.03,2.91,4.63,1.26,0.0003042
2014-11-14,Montreal,20.92,24.11,17.42,0.68,2.67,4.28,1.04,0.0007128179999999999
2014-11-14,Calgary,21.84,25.32,18.46,0.11,2.61,4.54,0.79,0.0006543679999999999
2014-11-14,Ottawa,22.89,26.04,19.68,0.29,3.63,5.01,2.71,0.00045888200000000003
2014-11-14,Edmonton,21.6,22.67,20.49,0.32,4.42,5.16,3.22,0.00013312800000000002
2014-11-14,Quebec City,21.45,24.42,18.59,3.32,4.78,6.95,2.84,0.000124002
2014-11-14,Winnipeg,19.54,21.95,17.28,1.99,3.81,5.48,1.3,0.000193442
2014-11-14,Hamilton,20.26,24.42,16.49,0.65,6.16,7.58,4.99,0.0005060180000000001
2014-11-14,Halifax,16.34,18.34,13.78,0.69,3.53,5.97,1.29,0.0006384500000000002
2014-11-15,Toronto,19.04,23.03,16.63,0.23,3.37,6.06,1.13,0.000270848
2014-11-15,Vancouver,20.85,24.02,17.91,0.26,3.67,5.81,2.4,0.000373248
2014-11-15,Montreal,22.72,25.24,20.69,0.91,6.39,8.04,3.75,0.00016359199999999997
2014-11-15,Calgary,21.89,25.15,18.81,2.37,5.9,7.59,4.65,0.00023943199999999998
2014-11-15,Ottawa,20.92,24.76,17.04,1.4,3.92,6.54,1.38,0.00043617799999999996
2014-11-15,Edmonton,22.17,26.28,19.05,0.57,6.18,8.68,3.33,0.000154568
2014-11-15,Quebec City,15.9,18.99,12.78,1.77,8.5,10.52,5.38,0.00023943199999999998
2014-11-15,Winnipeg,13.24,17.4,9.91,0.36,5.4,6.95,3.68,0.00059405
2014-11-15,Hamilton,15.51,18.63,12.81,0.13,2.77,4.32,1.03,0.000291848
2014-11-15,Halifax,16.72,19.1,14.75,5.11,3.68,6.75,0.57,9.856800000000002e-05
2014-11-16,Toronto,15.26,17.73,13.78,3.41,9.31,11.37,7.19,0.000170528
2014-11-16,Vancouver,14.91,16.7,13.91,3.81,6.3,8.46,5.02,9.9458e-05
2014-11-16,Montreal,14.36,17.64,11.81,1.36,6.11,8.42,3.94,0.00010672200000000001
2014-11-16,Calgary,13.32,16.01,10.65,0.12,2.62,4.52,0.59,0.00048412800000000006
2014-11-16,Ottawa,14.42,16.82,12.1,0.04,2.57,3.16,1.15,0.000430592
2014-11-16,Edmonton,15.2,18.35,12.18,0.1,5.7,9.94,3.28,0.00022713800000000005
2014-11-16,Quebec City,12.85,15.53,10.58,0.01,8.3,11.37,5.31,0.0004880720000000001
2014-11-16,Winnipeg,12.42,15.63,8.8,0.0,3.5,5.53,0.34,0.000468512
2014-11-16,Hamilton,14.09,18.62,10.09,0.02,2.93,4.21,1.86,0.000354482
2014-11-16,Halifax,16.39,22.77,11.62,0.0,2.9,4.94,1.24,0.0004232
2014-11-17,Toronto,17.0,19.86,14.84,0.16,4.68,7.44,2.52,0.00014580000000000002
2014-11-17,Vancouver,11.31,14.49,7.99,0.42,7.19,8.87,5.6,0.000113288
2014-11-17,Montreal,10.22,13.22,7.22,0.14,7.18,9.5,5.16,0.00015015200000000002
2014-11-17,Calgary,12.89,16.18,10.4,0.08,6.12,9.02,2.9,0.000149058
2014-11-17,Ottawa,12.52,15.74,10.17,0.17,2.52,5.3,1.11,0.00032320799999999996
2014-11-17,Edmonton,14.94,19.95,10.09,0.01,4.28,6.86,0.54,0.000341138
2014-11-17,Quebec City,15.79,19.02,12.96,1.51,6.18,8.84,4.48,5.9857999999999995e-05
2014-11-17,Winnipeg,13.89,15.94,11.52,7.93,7.11,11.5,3.7,4.3808000000000005e-05
2014-11-17,Hamilton,12.18,14.27,10.41,1.41,6.13,8.39,4.15,0.000193442
2014-11-17,Halifax,11.65,13.68,9.35,0.52,8.86,12.75,5.6,0.00017523200000000002
2014-11-18,Toronto,11.71,15.45,8.5,0.07,5.06,7.87,2.52,0.000165888
2014-11-18,Vancouver,9.5,10.92,7.39,1.37,6.85,10.28,1.0,4.7432e-05
2014-11-18,Montreal,6.92,7.74,6.0,1.74,7.11,9.52,4.82,7.3728e-05
2014-11-18,Calgary,7.13,9.12,5.81,1.82,6.45,10.29,3.68,7.449799999999999e-05
2014-11-18,Ottawa,6.49,7.28,5.91,1.64,8.87,9.9,5.51,3.6450000000000005e-05
2014-11-18,Edmonton,11.17,15.41,6.61,0.87,7.16,8.6,5.44,0.00027380000000000004
2014-11-18,Quebec City,12.86,17.0,10.23,0.03,6.2,8.15,4.1,0.00027528199999999996
2014-11-18,Winnipeg,10.92,13.8,9.04,0.59,3.0,4.65,1.38,0.00026791200000000003
2014-11-18,Hamilton,11.31,15.87,8.95,0.61,2.29,4.23,0.74,0.000263538
2014-11-18,Halifax,12.82,15.78,10.87,1.29,2.7,4.31,1.53,0.00010857800000000002
2014-11-19,Toronto,11.75,14.44,8.23,2.71,6.0,9.55,3.43,8.978000000000001e-06
2014-11-19,Vancouver,7.33,9.78,5.13,2.37,3.66,7.79,1.43,0.000219122
2014-11-19,Montreal,7.63,9.6,5.82,0.0,4.48,6.01,2.41,0.00016473800000000005
2014-11-19,Calgary,7.98,12.8,5.15,0.0,2.0,3.19,1.29,0.000236672
2014-11-19,Ottawa,9.18,13.1,6.35,1.16,1.72,2.5,0.79,0.00015015200000000002
2014-11-19,Edmonton,10.35,12.43,8.3,2.17,2.44,4.39,1.28,2.0000000000000005e-05
2014-11-19,Quebec City,12.1,16.77,9.3,1.42,3.27,4.38,2.24,0.000125
2014-11-19,Winnipeg,10.07,14.27,8.26,0.07,1.94,2.84,1.0,0.000154568
2014-11-19,Hamilton,10.12,14.49,7.46,1.51,2.54,3.71,0.82,0.00010035200000000003
2014-11-19,Halifax,12.02,15.54,9.1,2.27,4.97,6.33,3.42,0.00011616200000000004
2014-11-20,Toronto,15.06,18.51,11.83,0.94,7.48,9.27,5.82,8.4872e-05
2014-11-20,Vancouver,12.98,15.79,11.04,1.95,5.31,7.92,3.83,0.000117128
2014-11-20,Montreal,9.86,12.6,6.8,0.47,7.55,9.55,5.46,0.000200978
2014-11-20,Calgary,6.9,8.49,5.67,0.32,5.55,6.98,4.06,0.00019971200000000003
2014-11-20,Ottawa,9.62,13.75,6.32,0.0,5.54,7.3,3.9,0.00017999999999999998
2014-11-20,Edmonton,12.59,16.02,10.17,0.04,6.97,8.23,5.35,0.000147968
2014-11-20,Quebec City,11.91,13.24,10.92,6.32,3.85,6.14,1.16,6.498e-06
2014-11-20,Winnipeg,8.03,12.11,4.74,4.55,7.0,8.76,5.41,3.6992e-05
2014-11-20,Hamilton,3.44,4.6,1.6,1.19,5.89,7.77,4.66,3.8642e-05
2014-11-20,Halifax,3.26,4.71,1.57,0.53,3.14,5.36,1.56,6.845000000000001e-05
2014-11-21,Toronto,4.11,5.27,2.81,0.7,6.86,9.8,2.79,1.1552000000000002e-05
2014-11-21,Vancouver,3.36,4.35,1.95,1.66,3.8,5.83,1.7,1.4449999999999997e-05
2014-11-21,Montreal,2.3,3.76,1.44,1.14,7.12,11.36,3.63,4.805000000000001e-05
2014-11-21,Calgary,1.84,2.77,0.64,1.06,10.41,11.55,9.52,5.5777999999999993e-05
2014-11-21,Ottawa,0.53,1.62,-0.69,1.8,11.25,12.03,10.4,4.032799999999999e-05
2014-11-21,Edmonton,-1.18,-0.42,-1.94,1.37,11.27,13.31,7.43,5.779999999999999e-05
2014-11-21,Quebec City,3.23,6.93,-1.39,0.14,10.87,15.57,6.23,9.680000000000001e-05
2014-11-21,Winnipeg,3.99,6.89,1.89,0.8,4.13,6.2,0.41,5.511200000000001e-05
2014-11-21,Hamilton,4.08,7.21,1.63,0.06,2.57,4.46,0.88,0.0001058
2014-11-21,Halifax,5.25,8.17,3.01,0.02,3.98,7.33,2.58,5.5777999999999993e-05
2014-11-22,Toronto,5.53,6.95,2.32,1.36,7.88,10.17,5.79,3.6992e-05
2014-11-22,Vancouver,5.47,10.35,1.64,0.03,7.64,9.73,5.26,0.00012005000000000004
2014-11-22,Montreal,5.34,6.79,3.49,3.08,5.11,7.87,1.32,6.728e-06
2014-11-22,Calgary,2.98,4.49,1.76,0.59,4.6,7.78,0.21,1.5842e-05
2014-11-22,Ottawa,5.29,6.87,2.83,0.26,4.57,7.87,0.13,1.2800000000000001e-05
2014-11-22,Edmonton,4.51,8.04,0.41,7.77,10.75,14.59,5.85,1.458e-06
2014-11-22,Quebec City,0.92,3.22,-0.38,2.15,9.52,13.08,4.5,4.032799999999999e-05
2014-11-22,Winnipeg,4.49,7.11,0.47,0.17,6.69,8.17,4.65,3.6992e-05
2014-11-22,Hamilton,5.54,9.38,1.2,3.03,11.45,15.16,7.4,2.1632000000000002e-05
2014-11-22,Halifax,1.31,3.68,-1.2,0.16,8.36,10.49,6.78,8.820000000000004e-05
2014-11-23,Toronto,4.47,6.93,2.24,0.01,7.91,10.64,4.17,4.3218000000000005e-05
2014-11-23,Vancouver,5.47,5.83,5.07,0.44,3.47,6.95,1.62,9.800000000000001e-06
2014-11-23,Montreal,5.52,7.24,3.75,0.56,2.94,4.71,1.07,5.832e-06
2014-11-23,Calgary,2.95,5.25,0.13,0.45,4.72,6.54,2.39,4.8672e-05
2014-11-23,Ottawa,0.9,2.07,-0.21,0.16,6.73,9.54,4.58,1.4111999999999998e-05
2014-11-23,Edmonton,1.17,2.15,0.04,0.26,8.97,9.91,7.68,3.2258e-05
2014-11-23,Quebec City,1.7,2.7,-0.14,2.22,3.79,6.91,1.02,6.498e-06
2014-11-23,Winnipeg,-0.54,0.05,-1.02,0.57,3.76,5.12,2.62,6.498e-06
2014-11-23,Hamilton,-0.69,0.39,-1.99,0.03,2.92,5.39,1.69,7.840799999999999e-05
2014-11-23,Halifax,-0.52,1.32,-2.55,0.02,6.95,10.93,4.78,3.3282000000000004e-05
2014-11-24,Toronto,1.78,2.34,0.98,9.09,10.23,13.58,7.92,8.978000000000001e-06
2014-11-24,Vancouver,2.73,4.2,0.99,4.64,3.83,7.4,0.4,2.0000000000000005e-05
2014-11-24,Montreal,0.37,0.95,-0.11,0.56,6.43,7.57,4.63,3.3799999999999995e-05
2014-11-24,Calgary,0.22,1.61,-1.09,0.89,9.4,11.19,7.48,2.9767999999999997e-05
2014-11-24,Ottawa,-0.29,1.53,-1.17,0.53,8.39,11.14,4.78,4.2050000000000006e-05
2014-11-24,Edmonton,-0.18,1.34,-1.88,0.5,3.65,5.8,1.76,1.8818000000000002e-05
2014-11-24,Quebec City,-0.46,0.97,-1.91,0.06,4.84,6.32,2.5,7.9202e-05
2014-11-24,Winnipeg,2.52,4.2,0.67,2.47,6.35,9.53,4.79,1.9208000000000003e-05
2014-11-24,Hamilton,-5.15,2.27,-10.95,9.12,15.86,22.2,4.84,5.618000000000001e-06
2014-11-24,Halifax,-8.16,-5.97,-10.69,3.85,18.58,20.05,15.86,2.7378000000000005e-05
2014-11-25,Toronto,-5.05,-4.1,-5.93,2.19,13.96,15.64,12.14,5.3792e-05
2014-11-25,Vancouver,-4.33,-3.02,-5.53,1.81,9.32,11.71,7.56,2.0402000000000002e-05
2014-11-25,Montreal,-2.19,0.24,-3.71,2.55,7.94,9.23,5.97,3.5912000000000004e-05
2014-11-25,Calgary,2.59,3.94,0.62,0.72,8.42,10.16,6.37,2.5992e-05
2014-11-25,Ottawa,4.49,5.86,2.67,0.24,7.57,8.8,6.57,3.2258e-05
2014-11-25,Edmonton,6.98,8.48,5.78,2.72,6.78,8.33,3.32,1.1249999999999999e-05
2014-11-25,Quebec City,5.11,6.28,2.88,7.78,3.14,5.98,0.98,7.441999999999999e-06
2014-11-25,Winnipeg,2.31,3.52,0.76,1.57,3.75,5.82,1.67,1.0952000000000001e-05
2014-11-25,Hamilton,2.32,5.15,1.11,0.13,3.09,5.59,0.41,3.5912000000000004e-05
2014-11-25,Halifax,2.86,3.76,1.41,1.79,5.79,7.69,3.61,6.962e-06
2014-11-26,Toronto,2.99,4.06,1.89,10.13,4.68,9.51,1.07,6.498e-06
2014-11-26,Vancouver,3.25,4.67,2.14,2.57,5.6,7.5,2.89,2.0000000000000005e-05
2014-11-26,Montreal,1.96,4.26,0.36,0.46,5.47,6.47,4.03,1.4111999999999998e-05
2014-11-26,Calgary,0.24,2.13,-3.31,0.55,4.73,5.94,3.6,3.6450000000000005e-05
2014-11-26,Ottawa,-2.03,-0.92,-3.56,0.41,2.7,4.34,1.46,1.0368e-05
2014-11-26,Edmonton,0.56,3.6,-1.82,0.41,7.38,10.09,4.75,4.6818000000000005e-05
2014-11-26,Quebec City,-0.41,0.71,-1.0,0.39,4.35,6.23,3.22,1.0952000000000001e-05
2014-11-26,Winnipeg,0.55,2.73,-1.37,0.06,6.69,8.02,3.83,1.7672e-05
2014-11-26,Hamilton,2.73,3.85,1.31,3.89,4.77,8.89,1.72,8.978000000000001e-06
2014-11-26,Halifax,-1.53,1.17,-4.6,5.24,9.78,11.09,7.97,9.800000000000001e-06
2014-11-27,Toronto,-5.09,-2.18,-7.87,0.86,6.04,7.87,4.72,0.000107648
2014-11-27,Vancouver,-3.44,-1.63,-5.47,0.42,2.82,5.02,0.82,0.00011233800000000003
2014-11-27,Montreal,-0.33,1.24,-2.21,0.3,4.77,6.45,3.45,0.0001058
2014-11-27,Calgary,2.86,4.37,1.0,3.77,4.9,8.08,3.4,8.449999999999999e-06
2014-11-27,Ottawa,2.74,4.56,1.03,1.36,6.05,8.35,3.47,1.6928e-05
2014-11-27,Edmonton,2.22,3.29,1.13,1.91,6.61,11.64,0.22,2.312e-06
2014-11-27,Quebec City,1.37,2.74,-1.21,2.58,5.63,8.81,1.2,2.7848e-05
2014-11-27,Winnipeg,0.07,1.47,-1.42,1.03,4.16,5.29,2.36,1.2168e-05
2014-11-27,Hamilton,1.01,1.82,0.22,1.34,3.36,4.83,1.71,4.418e-06
2014-11-27,Halifax,-0.08,2.5,-2.12,0.48,6.28,11.13,4.22,3.8088000000000005e-05
2014-11-28,Toronto,0.85,2.7,-0.5,0.26,8.07,12.02,2.4,4.2632e-05
2014-11-28,Vancouver,1.01,1.94,0.53,5.26,6.72,11.04,2.84,6.728e-06
2014-11-28,Montreal,-0.77,2.14,-2.88,2.16,6.24,10.76,1.93,4.5602e-05
2014-11-28,Calgary,-0.19,1.26,-1.09,1.1,9.31,12.66,4.94,4.032799999999999e-05
2014-11-28,Ottawa,0.31,2.39,-1.21,0.33,7.71,12.82,0.84,4.8672e-05
2014-11-28,Edmonton,-0.43,2.37,-4.52,2.43,4.66,7.55,1.31,1.4792e-05
2014-11-28,Quebec City,-3.51,-1.73,-5.49,0.53,4.47,7.79,0.26,4.5602e-05
2014-11-28,Winnipeg,-5.57,-4.45,-6.72,0.62,5.02,7.9,1.98,0.00012201800000000002
2014-11-28,Hamilton,-5.1,-2.67,-8.19,0.66,8.5,10.3,6.26,8.652800000000001e-05
2014-11-28,Halifax,-1.97,1.77,-7.05,0.12,11.92,15.34,8.63,0.000107648
2014-11-29,Toronto,-11.77,-7.92,-13.57,0.38,10.45,12.35,5.68,0.00012801799999999995
2014-11-29,Vancouver,-5.89,0.85,-13.58,0.51,7.67,10.82,2.67,2.88e-05
2014-11-29,Montreal,2.61,5.12,0.89,0.15,8.29,10.31,5.35,3.6450000000000005e-05
2014-11-29,Calgary,-1.1,1.11,-2.99,0.33,4.94,8.72,0.44,8.9042e-05
2014-11-29,Ottawa,2.11,6.82,-0.95,1.53,8.12,12.48,5.57,2.7848e-05
2014-11-29,Edmonton,2.47,5.62,0.51,0.05,5.04,6.2,1.12,0.000208658
2014-11-29,Quebec City,3.89,6.78,1.76,12.7,5.48,11.42,0.61,5.202000000000002e-06
2014-11-29,Winnipeg,2.4,4.04,-0.16,3.72,11.06,12.22,9.99,1.8432e-05
2014-11-29,Hamilton,0.04,2.36,-2.45,0.06,7.75,10.17,4.07,8.9042e-05
2014-11-29,Halifax,2.14,4.97,-0.51,0.15,4.04,9.02,1.47,0.000246402
2014-11-30,Toronto,2.47,6.95,-0.2,0.25,6.83,9.67,3.69,0.00023119999999999995
2014-11-30,Vancouver,3.09,6.9,-0.26,0.01,4.38,6.07,2.89,0.00027528199999999996
2014-11-30,Montreal,7.34,12.37,3.58,0.31,10.06,15.63,3.92,3.2768000000000016e-05
2014-11-30,Calgary,2.01,3.46,0.95,2.62,4.96,8.58,2.64,3.0752e-05
2014-11-30,Ottawa,-2.71,1.23,-5.86,2.84,8.62,10.44,5.99,0.000141512
2014-11-30,Edmonton,-0.25,3.55,-5.42,0.31,8.93,13.23,3.94,0.000111392
2014-11-30,Quebec City,3.25,5.83,0.91,0.34,7.39,9.08,4.43,0.000195938
2014-11-30,Winnipeg,2.42,4.18,0.27,0.39,5.73,7.75,3.54,0.000194688
2014-11-30,Hamilton,1.22,4.65,-1.16,0.41,8.0,14.32,4.01,0.00013728800000000006
2014-11-30,Halifax,-0.75,0.18,-2.77,7.0,8.73,14.98,3.28,2.205000000000001e-05
2014-12-01,Toronto,-2.37,0.23,-4.81,3.54,7.03,13.64,1.33,9.248e-06
2014-12-01,Vancouver,-5.74,-2.14,-7.57,0.43,7.85,11.35,2.36,0.00021779999999999998
2014-12-01,Montreal,-4.0,-1.29,-7.6,1.22,2.58,6.28,0.75,0.00010035200000000003
2014-12-01,Calgary,0.31,2.62,-1.99,0.5,8.61,10.2,5.65,0.00016359199999999997
2014-12-01,Ottawa,-1.21,1.28,-4.33,2.99,8.98,13.51,4.53,9.856800000000002e-05
2014-12-01,Edmonton,1.68,3.24,0.13,2.93,6.83,10.59,1.41,4.1472e-05
2014-12-01,Quebec City,1.68,2.6,0.58,0.13,5.74,8.85,3.06,5.3138e-05
2014-12-01,Winnipeg,1.23,3.83,-0.52,0.28,4.26,5.9,2.59,0.00016359199999999997
2014-12-01,Hamilton,1.02,2.34,-0.73,6.89,8.76,14.06,4.13,0.000123008
2014-12-01,Halifax,1.87,4.19,0.35,6.26,7.15,14.36,2.93,0.000263538
2014-12-02,Toronto,2.45,4.95,0.41,0.53,5.01,6.74,3.6,0.000142578
2014-12-02,Vancouver,1.53,3.06,0.26,0.09,4.7,6.94,3.4,9.856800000000002e-05
2014-12-02,Montreal,0.44,1.93,-1.1,0.27,9.86,12.7,5.96,0.0005242880000000002
2014-12-02,Calgary,-0.16,3.18,-2.64,0.04,6.86,9.7,4.58,0.0004802000000000002
2014-12-02,Ottawa,0.8,3.37,-2.16,0.06,3.7,6.34,0.49,0.0004723920000000001
2014-12-02,Edmonton,0.31,1.23,-0.56,2.73,8.83,11.58,4.4,3.4848e-05
2014-12-02,Quebec City,-0.41,0.91,-1.83,2.04,4.69,7.41,1.67,0.00018120199999999996
2014-12-02,Winnipeg,-0.42,0.87,-2.39,0.7,3.12,4.32,1.73,8.080199999999999e-05
2014-12-02,Hamilton,0.47,1.75,-1.0,0.7,3.82,8.01,0.26,0.00015345799999999998
2014-12-02,Halifax,-1.58,0.11,-3.51,0.33,10.72,12.52,8.62,0.00027676800000000004
2014-12-03,Toronto,-0.01,4.49,-4.48,0.16,7.17,10.5,3.05,0.000629442
2014-12-03,Vancouver,3.67,7.58,0.02,1.12,5.66,6.8,3.56,0.00028125
2014-12-03,Montreal,4.21,7.29,0.68,4.71,8.68,11.94,4.14,7.840799999999999e-05
2014-12-03,Calgary,-0.65,1.01,-3.12,1.0,10.7,13.81,6.86,0.00026791200000000003
2014-12-03,Ottawa,-1.28,1.28,-4.6,0.54,11.05,13.46,8.91,0.000341138
2014-12-03,Edmonton,2.2,5.59,-0.61,0.03,9.46,10.96,7.16,0.000591872
2014-12-03,Quebec City,4.3,7.5,1.54,0.12,4.01,7.33,0.78,0.0003200000000000001
2014-12-03,Winnipeg,4.48,6.76,1.77,0.36,4.38,6.74,3.14,9.680000000000001e-05
2014-12-03,Hamilton,4.5,6.85,-0.79,3.53,5.58,7.56,3.79,5.848200000000001e-05
2014-12-03,Halifax,1.6,4.51,-0.64,0.91,2.88,5.47,0.47,0.00045125000000000005
2014-12-04,Toronto,4.02,9.4,1.36,7.3,11.1,16.62,5.43,1.9208000000000003e-05
2014-12-04,Vancouver,3.99,7.64,0.94,1.42,8.46,16.14,0.82,0.0007032979999999999
2014-12-04,Montreal,2.73,3.57,1.77,1.18,3.48,6.29,0.45,2.0402000000000002e-05
2014-12-04,Calgary,3.83,6.83,1.56,0.96,2.71,4.07,1.42,0.0004086079999999999
2014-12-04,Ottawa,1.58,6.78,-1.85,0.92,9.28,13.1,4.62,0.000253472
2014-12-04,Edmonton,0.23,3.64,-2.67,0.21,4.77,6.92,3.32,0.0008013779999999999
2014-12-04,Quebec City,3.87,6.58,0.88,6.45,4.61,7.03,3.24,1.5137999999999998e-05
2014-12-04,Winnipeg,6.22,10.6,-1.08,12.45,9.1,12.34,3.87,0.00021779999999999998
2014-12-04,Hamilton,0.2,2.15,-2.49,0.25,4.56,9.53,1.31,0.000837218
2014-12-04,Halifax,5.42,9.57,1.56,2.3,5.87,8.59,3.35,0.00025063200000000004
2014-12-05,Toronto,6.12,8.3,4.9,5.02,4.58,9.0,0.48,0.00016704200000000003
